Wildlife,City,Month,Oxygen level,Temperature,Humidity,Wind speed,Drought,Topography,Intensity,Possibility of fire
485,"Ferizaj, Kosovo",June,Low,Low,High,Low,High,Low,Low,Low
215,"Suhareke, Kosovo",July,High,High,Low,High,Low,Low,High,High
365,"Rahovec, Kosovo",August,Low,Low,High,Low,High,High,Low,Low
412,"Lipjan, Kosovo",September,High,High,Low,High,Low,Low,High,High
325,"Novoberda, Kosovo",October,Low,Low,High,Low,High,Low,Low,Low
215,"Hani i Elezit, Kosovo",November,High,High,Low,High,Low,High,High,High
485,"Podujevo, Kosovo",December,Low,Low,High,Low,High,Low,Low,Low
365,"Gyumri, Armenia",January,High,High,Low,High,Low,Low,High,High
412,"Vanadzor, Armenia",February,Low,Low,High,Low,High,High,Low,Low
325,"Abovyan, Armenia",March,High,High,Low,High,Low,Low,High,High
215,"Kapan, Armenia",April,Low,Low,High,Low,High,Low,Low,Low
485,"Ijevan, Armenia",May,High,High,Low,High,Low,High,High,High
215,"Hrazdan, Armenia",June,Low,Low,High,Low,High,Low,Low,Low
365,"Armavir, Armenia",July,High,High,Low,High,Low,Low,High,High
412,"Sevan, Armenia",August,Low,Low,High,Low,High,High,Low,Low
325,"Artik, Armenia",September,High,High,Low,High,Low,Low,High,High
215,"Masis, Armenia",October,Low,Low,High,Low,High,Low,Low,Low
485,"Ashtarak, Armenia",November,High,High,Low,High,Low,High,High,High
215,"Charentsavan, Armenia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ganja, Azerbaijan",January,High,High,Low,High,Low,Low,High,High
412,"Sumqayit, Azerbaijan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Mingachevir, Azerbaijan",March,High,High,Low,High,Low,Low,High,High
215,"Nakhchivan, Azerbaijan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Shirvan, Azerbaijan",May,High,High,Low,High,Low,High,High,High
215,"Baku, Azerbaijan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Yevlakh, Azerbaijan",July,High,High,Low,High,Low,Low,High,High
412,"Lankaran, Azerbaijan",August,Low,Low,High,Low,High,High,Low,Low
325,"Agjabadi, Azerbaijan",September,High,High,Low,High,Low,Low,High,High
215,"Khachmaz, Azerbaijan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Shamakhi, Azerbaijan",November,High,High,Low,High,Low,High,High,High
215,"Qusar, Azerbaijan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Gorgan, Iran",January,High,High,Low,High,Low,Low,High,High
412,"Rasht, Iran",February,Low,Low,High,Low,High,High,Low,Low
325,"Qazvin, Iran",March,High,High,Low,High,Low,Low,High,High
215,"Yazd, Iran",April,Low,Low,High,Low,High,Low,Low,Low
485,"Hamadan, Iran",May,High,High,Low,High,Low,High,High,High
215,"Kerman, Iran",June,Low,Low,High,Low,High,Low,Low,Low
365,"Ardabil, Iran",July,High,High,Low,High,Low,Low,High,High
412,"Isfahan, Iran",August,Low,Low,High,Low,High,High,Low,Low
325,"Tabriz, Iran",September,High,High,Low,High,Low,Low,High,High
215,"Shiraz, Iran",October,Low,Low,High,Low,High,Low,Low,Low
485,"Mashhad, Iran",November,High,High,Low,High,Low,High,High,High
215,"Tehran, Iran",December,Low,Low,High,Low,High,Low,Low,Low
365,"Bishkek, Kyrgyzstan",January,High,High,Low,High,Low,Low,High,High
412,"Osh, Kyrgyzstan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Jalal-Abad, Kyrgyzstan",March,High,High,Low,High,Low,Low,High,High
215,"Karakol, Kyrgyzstan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Tokmok, Kyrgyzstan",May,High,High,Low,High,Low,High,High,High
215,"Balykchy, Kyrgyzstan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Kyzyl-Kiya, Kyrgyzstan",July,High,High,Low,High,Low,Low,High,High
412,"Talas, Kyrgyzstan",August,Low,Low,High,Low,High,High,Low,Low
325,"Kara-Balta, Kyrgyzstan",September,High,High,Low,High,Low,Low,High,High
215,"Naryn, Kyrgyzstan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Bazar-Korgon, Kyrgyzstan",November,High,High,Low,High,Low,High,High,High
215,"Kant, Kyrgyzstan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Tashkent, Uzbekistan",January,High,High,Low,High,Low,Low,High,High
412,"Namangan, Uzbekistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Andijan, Uzbekistan",March,High,High,Low,High,Low,Low,High,High
215,"Samarkand, Uzbekistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Bukhara, Uzbekistan",May,High,High,Low,High,Low,High,High,High
215,"Nukus, Uzbekistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Qarshi, Uzbekistan",July,High,High,Low,High,Low,Low,High,High
412,"Fergana, Uzbekistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Urgench, Uzbekistan",September,High,High,Low,High,Low,Low,High,High
215,"Jizzakh, Uzbekistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Kokand, Uzbekistan",November,High,High,Low,High,Low,High,High,High
215,"Termiz, Uzbekistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ashgabat, Turkmenistan",January,High,High,Low,High,Low,Low,High,High
412,"Turkmenabat, Turkmenistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Dasoguz, Turkmenistan",March,High,High,Low,High,Low,Low,High,High
215,"Mary, Turkmenistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Balkanabat, Turkmenistan",May,High,High,Low,High,Low,High,High,High
215,"Bayramaly, Turkmenistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Turkmenbashi, Turkmenistan",July,High,High,Low,High,Low,Low,High,High
412,"Tejen, Turkmenistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Atamyrat, Turkmenistan",September,High,High,Low,High,Low,Low,High,High
215,"Konye-Urgench, Turkmenistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Magtymguly, Turkmenistan",November,High,High,Low,High,Low,High,High,High
215,"Gazanjyk, Turkmenistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Dushanbe, Tajikistan",January,High,High,Low,High,Low,Low,High,High
412,"Khujand, Tajikistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Kulob, Tajikistan",March,High,High,Low,High,Low,Low,High,High
215,"Qurghonteppa, Tajikistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Istaravshan, Tajikistan",May,High,High,Low,High,Low,High,High,High
215,"Vahdat, Tajikistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Tursunzoda, Tajikistan",July,High,High,Low,High,Low,Low,High,High
412,"Khorugh, Tajikistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Isfara, Tajikistan",September,High,High,Low,High,Low,Low,High,High
215,"Panjakent, Tajikistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Buston, Tajikistan",November,High,High,Low,High,Low,High,High,High
215,"Chkalovsk, Tajikistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Almaty, Kazakhstan",January,High,High,Low,High,Low,Low,High,High
412,"Nur-Sultan, Kazakhstan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Shymkent, Kazakhstan",March,High,High,Low,High,Low,Low,High,High
215,"Karaganda, Kazakhstan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Aktobe, Kazakhstan",May,High,High,Low,High,Low,High,High,High
215,"Taraz, Kazakhstan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Pavlodar, Kazakhstan",July,High,High,Low,High,Low,Low,High,High
412,"Ust-Kamenogorsk, Kazakhstan",August,Low,Low,High,Low,High,High,Low,Low
325,"Semey, Kazakhstan",September,High,High,Low,High,Low,Low,High,High
215,"Kostanay, Kazakhstan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Petropavl, Kazakhstan",November,High,High,Low,High,Low,High,High,High
215,"Oral, Kazakhstan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Baku, Azerbaijan",January,High,High,Low,High,Low,Low,High,High
412,"Ganja, Azerbaijan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Sumqayit, Azerbaijan",March,High,High,Low,High,Low,Low,High,High
215,"Mingachevir, Azerbaijan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Lankaran, Azerbaijan",May,High,High,Low,High,Low,High,High,High
215,"Nakhchivan, Azerbaijan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Sheki, Azerbaijan",July,High,High,Low,High,Low,Low,High,High
412,"Yevlakh, Azerbaijan",August,Low,Low,High,Low,High,High,Low,Low
325,"Barda, Azerbaijan",September,High,High,Low,High,Low,Low,High,High
215,"Shirvan, Azerbaijan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Agdam, Azerbaijan",November,High,High,Low,High,Low,High,High,High
215,"Imishli, Azerbaijan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Tbilisi, Georgia",January,High,High,Low,High,Low,Low,High,High
412,"Kutaisi, Georgia",February,Low,Low,High,Low,High,Low,Low,Low
325,"Batumi, Georgia",March,High,High,Low,High,Low,Low,High,High
215,"Rustavi, Georgia",April,Low,Low,High,Low,High,Low,Low,Low
485,"Zugdidi, Georgia",May,High,High,Low,High,Low,High,High,High
215,"Gori, Georgia",June,Low,Low,High,Low,High,Low,Low,Low
365,"Poti, Georgia",July,High,High,Low,High,Low,Low,High,High
412,"Samtredia, Georgia",August,Low,Low,High,Low,High,High,Low,Low
325,"Khashuri, Georgia",September,High,High,Low,High,Low,Low,High,High
215,"Senaki, Georgia",October,Low,Low,High,Low,High,Low,Low,Low
485,"Zestaponi, Georgia",November,High,High,Low,High,Low,High,High,High
215,"Marneuli, Georgia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Yerevan, Armenia",January,High,High,Low,High,Low,Low,High,High
412,"Gyumri, Armenia",February,Low,Low,High,Low,High,Low,Low,Low
325,"Vanadzor, Armenia",March,High,High,Low,High,Low,Low,High,High
215,"Vagharshapat, Armenia",April,Low,Low,High,Low,High,Low,Low,Low
485,"Hrazdan, Armenia",May,High,High,Low,High,Low,High,High,High
215,"Abovyan, Armenia",June,Low,Low,High,Low,High,Low,Low,Low
365,"Kapan, Armenia",July,High,High,Low,High,Low,Low,High,High
412,"Armavir, Armenia",August,Low,Low,High,Low,High,High,Low,Low
325,"Gavar, Armenia",September,High,High,Low,High,Low,Low,High,High
215,"Artashat, Armenia",October,Low,Low,High,Low,High,Low,Low,Low
485,"Sevan, Armenia",November,High,High,Low,High,Low,High,High,High
215,"Stepanavan, Armenia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Bishkek, Kyrgyzstan",January,High,High,Low,High,Low,Low,High,High
412,"Osh, Kyrgyzstan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Jalal-Abad, Kyrgyzstan",March,High,High,Low,High,Low,Low,High,High
215,"Karakol, Kyrgyzstan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Tokmok, Kyrgyzstan",May,High,High,Low,High,Low,High,High,High
215,"Kara-Balta, Kyrgyzstan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Naryn, Kyrgyzstan",July,High,High,Low,High,Low,Low,High,High
412,"Talas, Kyrgyzstan",August,Low,Low,High,Low,High,High,Low,Low
325,"Kyzyl-Kiya, Kyrgyzstan",September,High,High,Low,High,Low,Low,High,High
215,"Balykchy, Kyrgyzstan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Kant, Kyrgyzstan",November,High,High,Low,High,Low,High,High,High
215,"Isfana, Kyrgyzstan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Baku, Azerbaijan",January,High,High,Low,High,Low,Low,High,High
412,"Ganja, Azerbaijan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Sumqayit, Azerbaijan",March,High,High,Low,High,Low,Low,High,High
215,"Mingachevir, Azerbaijan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Qaraçuxur, Azerbaijan",May,High,High,Low,High,Low,High,High,High
215,"Şirvan, Azerbaijan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Nakhchivan, Azerbaijan",July,High,High,Low,High,Low,Low,High,High
412,"Shamakhi, Azerbaijan",August,Low,Low,High,Low,High,High,Low,Low
325,"Yevlakh, Azerbaijan",September,High,High,Low,High,Low,Low,High,High
215,"Qusar, Azerbaijan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Lankaran, Azerbaijan",November,High,High,Low,High,Low,High,High,High
215,"Salyan, Azerbaijan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ashgabat, Turkmenistan",January,High,High,Low,High,Low,Low,High,High
412,"Turkmenabat, Turkmenistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Dasoguz, Turkmenistan",March,High,High,Low,High,Low,Low,High,High
215,"Mary, Turkmenistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Balkanabat, Turkmenistan",May,High,High,Low,High,Low,High,High,High
215,"Bayramaly, Turkmenistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Türkmenbaşy, Turkmenistan",July,High,High,Low,High,Low,Low,High,High
412,"Tejen, Turkmenistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Gazanjyk, Turkmenistan",September,High,High,Low,High,Low,Low,High,High
215,"Abadan, Turkmenistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Serhetabat, Turkmenistan",November,High,High,Low,High,Low,High,High,High
215,"Buzmeyin, Turkmenistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Dushanbe, Tajikistan",January,High,High,Low,High,Low,Low,High,High
412,"Khujand, Tajikistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Kulob, Tajikistan",March,High,High,Low,High,Low,Low,High,High
215,"Qurghonteppa, Tajikistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Istaravshan, Tajikistan",May,High,High,Low,High,Low,High,High,High
215,"Vahdat, Tajikistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Tursunzoda, Tajikistan",July,High,High,Low,High,Low,Low,High,High
412,"Isfara, Tajikistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Panjakent, Tajikistan",September,High,High,Low,High,Low,Low,High,High
215,"Khorugh, Tajikistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Konibodom, Tajikistan",November,High,High,Low,High,Low,High,High,High
215,"Kofarnihon, Tajikistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Almaty, Kazakhstan",January,High,High,Low,High,Low,Low,High,High
412,"Nur-Sultan, Kazakhstan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Shymkent, Kazakhstan",March,High,High,Low,High,Low,Low,High,High
215,"Karaganda, Kazakhstan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Aktobe, Kazakhstan",May,High,High,Low,High,Low,High,High,High
215,"Taraz, Kazakhstan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Pavlodar, Kazakhstan",July,High,High,Low,High,Low,Low,High,High
412,"Ust-Kamenogorsk, Kazakhstan",August,Low,Low,High,Low,High,High,Low,Low
325,"Semey, Kazakhstan",September,High,High,Low,High,Low,Low,High,High
215,"Aqtobe, Kazakhstan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Qyzylorda, Kazakhstan",November,High,High,Low,High,Low,High,High,High
215,"Atyrau, Kazakhstan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Tashkent, Uzbekistan",January,High,High,Low,High,Low,Low,High,High
412,"Namangan, Uzbekistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Samarkand, Uzbekistan",March,High,High,Low,High,Low,Low,High,High
215,"Andijan, Uzbekistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Bukhara, Uzbekistan",May,High,High,Low,High,Low,High,High,High
215,"Nukus, Uzbekistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Qarshi, Uzbekistan",July,High,High,Low,High,Low,Low,High,High
412,"Jizzakh, Uzbekistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Fergana, Uzbekistan",September,High,High,Low,High,Low,Low,High,High
215,"Urgench, Uzbekistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Margilan, Uzbekistan",November,High,High,Low,High,Low,High,High,High
215,"Angren, Uzbekistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ashgabat, Turkmenistan",January,High,High,Low,High,Low,Low,High,High
412,"Turkmenabat, Turkmenistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Dasoguz, Turkmenistan",March,High,High,Low,High,Low,Low,High,High
215,"Mary, Turkmenistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Balkanabat, Turkmenistan",May,High,High,Low,High,Low,High,High,High
215,"Bayramaly, Turkmenistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Türkmenbaşy, Turkmenistan",July,High,High,Low,High,Low,Low,High,High
412,"Tejen, Turkmenistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Gazanjyk, Turkmenistan",September,High,High,Low,High,Low,Low,High,High
215,"Abadan, Turkmenistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Serhetabat, Turkmenistan",November,High,High,Low,High,Low,High,High,High
215,"Buzmeyin, Turkmenistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Bishkek, Kyrgyzstan",January,High,High,Low,High,Low,Low,High,High
412,"Osh, Kyrgyzstan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Jalal-Abad, Kyrgyzstan",March,High,High,Low,High,Low,Low,High,High
215,"Karakol, Kyrgyzstan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Tokmok, Kyrgyzstan",May,High,High,Low,High,Low,High,High,High
215,"Balykchy, Kyrgyzstan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Naryn, Kyrgyzstan",July,High,High,Low,High,Low,Low,High,High
412,"Talas, Kyrgyzstan",August,Low,Low,High,Low,High,High,Low,Low
325,"Kyzyl-Kiya, Kyrgyzstan",September,High,High,Low,High,Low,Low,High,High
215,"Kara-Balta, Kyrgyzstan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Isfana, Kyrgyzstan",November,High,High,Low,High,Low,High,High,High
215,"Cholpon-Ata, Kyrgyzstan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Dushanbe, Tajikistan",January,High,High,Low,High,Low,Low,High,High
412,"Khujand, Tajikistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Kulob, Tajikistan",March,High,High,Low,High,Low,Low,High,High
215,"Qurghonteppa, Tajikistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Istaravshan, Tajikistan",May,High,High,Low,High,Low,High,High,High
215,"Vahdat, Tajikistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Khorugh, Tajikistan",July,High,High,Low,High,Low,Low,High,High
412,"Yovon, Tajikistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Tursunzoda, Tajikistan",September,High,High,Low,High,Low,Low,High,High
215,"Isfara, Tajikistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Panjakent, Tajikistan",November,High,High,Low,High,Low,High,High,High
215,"Norak, Tajikistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ashgabat, Turkmenistan",January,High,High,Low,High,Low,Low,High,High
412,"Turkmenabat, Turkmenistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Dasoguz, Turkmenistan",March,High,High,Low,High,Low,Low,High,High
215,"Mary, Turkmenistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Balkanabat, Turkmenistan",May,High,High,Low,High,Low,High,High,High
215,"Bayramaly, Turkmenistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Türkmenbaşy, Turkmenistan",July,High,High,Low,High,Low,Low,High,High
412,"Tejen, Turkmenistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Gazanjyk, Turkmenistan",September,High,High,Low,High,Low,Low,High,High
215,"Abadan, Turkmenistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Serhetabat, Turkmenistan",November,High,High,Low,High,Low,High,High,High
215,"Buzmeyin, Turkmenistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Tashkent, Uzbekistan",January,High,High,Low,High,Low,Low,High,High
412,"Namangan, Uzbekistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Andijan, Uzbekistan",March,High,High,Low,High,Low,Low,High,High
215,"Samarkand, Uzbekistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Bukhara, Uzbekistan",May,High,High,Low,High,Low,High,High,High
215,"Nukus, Uzbekistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Qarshi, Uzbekistan",July,High,High,Low,High,Low,Low,High,High
412,"Fergana, Uzbekistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Jizzakh, Uzbekistan",September,High,High,Low,High,Low,Low,High,High
215,"Urgench, Uzbekistan",October,Low,Low,High,Low,High,Low,Low,Low
485,"Navoi, Uzbekistan",November,High,High,Low,High,Low,High,High,High
215,"Chirchiq, Uzbekistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Dushanbe, Tajikistan",January,High,High,Low,High,Low,Low,High,High
412,"Khujand, Tajikistan",February,Low,Low,High,Low,High,Low,Low,Low
325,"Kulob, Tajikistan",March,High,High,Low,High,Low,Low,High,High
215,"Qurghonteppa, Tajikistan",April,Low,Low,High,Low,High,Low,Low,Low
485,"Istaravshan, Tajikistan",May,High,High,Low,High,Low,High,High,High
215,"Vahdat, Tajikistan",June,Low,Low,High,Low,High,Low,Low,Low
365,"Khorugh, Tajikistan",July,High,High,Low,High,Low,Low,High,High
412,"Yovon, Tajikistan",August,Low,Low,High,Low,High,High,Low,Low
325,"Tursunzoda, Tajikistan",September,High,High,Low,High,Low,Low,High,High
215,"Isfara, Tajikistan",October,Low,Low,High,Low,High,Low,Low,Low
